Date,Close/Last,Volume,Open,High,Low,Day
12/18/2023,121.14,6874837,121.41,121.84,120.86,963
12/19/2023,122.64,7697272,121.74,123.34,121.64,964
12/20/2023,121.43,9176621,121.13,123.39,121.00,965
12/21/2023,122.53,16533350,122.30,123.30,121.30,966
12/22/2023,108.04,46666190,108.26,110.80,107.45,967
12/26/2023,108.02,12846720,108.30,108.69,107.48,968
12/27/2023,107.13,10157850,108.34,108.59,106.85,969
12/28/2023,108.82,9352902,107.21,109.40,106.81,970
12/29/2023,108.57,7667522,108.96,109.96,108.09,971
1/2/2024,106.55,9326616,107.61,107.85,106.45,972
1/3/2024,104.04,10573740,105.72,107.48,104.00,973
1/4/2024,102.30,10420580,102.46,103.62,102.30,974
1/5/2024,102.08,8044543,102.46,103.68,101.90,975
1/8/2024,103.62,9414218,102.08,103.69,101.73,976
1/9/2024,102.74,7759476,103.17,103.40,102.50,977
1/10/2024,103.77,6784662,102.69,103.83,102.37,978
1/11/2024,105.90,9537701,104.22,106.01,103.73,979
1/12/2024,105.06,6680858,106.00,106.32,104.72,980
1/16/2024,101.72,10547900,103.94,104.22,101.36,981
1/17/2024,100.82,8226243,101.05,101.31,100.24,982
1/18/2024,100.94,8852439,101.00,101.43,100.07,983
1/19/2024,101.78,8517208,101.02,102.18,99.67,984
1/22/2024,100.56,9897443,101.75,101.81,100.09,985
1/23/2024,101.90,8208026,101.63,102.14,101.23,986
1/24/2024,100.76,7879315,101.78,101.80,100.69,987
1/25/2024,100.77,10063750,101.53,101.74,100.09,988
1/26/2024,102.75,9735779,101.57,103.27,101.22,989
1/29/2024,103.88,8860834,102.88,104.01,101.34,990
1/30/2024,104.18,7542837,103.34,104.31,103.13,991
1/31/2024,101.53,11547640,104.09,104.30,101.12,992
2/1/2024,101.76,7666694,101.90,102.25,100.61,993
2/2/2024,100.71,8966927,100.88,101.41,99.43,994
2/5/2024,99.68,10097940,100.50,100.59,99.05,995
2/6/2024,102.61,11372410,99.50,102.63,99.13,996
2/7/2024,103.79,9447765,102.39,104.34,102.35,997
2/8/2024,103.77,6330409,104.43,104.96,103.05,998
2/9/2024,104.50,5449022,103.80,104.94,103.33,999
2/12/2024,107.18,7501946,104.74,107.43,104.65,1000
2/13/2024,105.00,6180509,104.99,105.80,104.25,1001
2/14/2024,106.33,5743277,104.82,106.42,104.46,1002
2/15/2024,106.05,7201273,107.02,107.34,105.83,1003
2/16/2024,103.51,14590130,104.63,104.70,101.65,1004
2/20/2024,103.30,8759480,103.13,103.84,102.17,1005
2/21/2024,105.27,8893514,103.35,105.52,102.93,1006
2/22/2024,105.08,6705491,105.80,106.01,104.08,1007
2/23/2024,105.63,6947285,105.26,106.62,105.19,1008
2/26/2024,104.54,5831480,105.31,106.10,103.76,1009
2/27/2024,105.15,5317417,104.83,105.25,103.99,1010
2/28/2024,104.35,4219844,104.10,105.44,103.70,1011
2/29/2024,103.93,10811630,104.98,105.57,103.68,1012
3/1/2024,101.88,7349270,103.87,103.94,101.83,1013
3/4/2024,99.54,11050910,101.65,101.77,99.01,1014
3/5/2024,98.31,8670642,99.00,99.17,98.00,1015
3/6/2024,97.63,10045280,100.00,100.10,97.06,1016
3/7/2024,98.19,8133866,97.99,98.40,97.68,1017
3/8/2024,99.16,9043458,98.49,99.32,98.02,1018
3/11/2024,101.08,8537402,99.90,101.76,99.44,1019
3/12/2024,100.18,7040889,100.79,101.37,99.65,1020
3/13/2024,101.36,7326384,100.61,102.00,100.33,1021
3/14/2024,100.26,8350939,102.20,102.49,100.09,1022
3/15/2024,99.64,15208540,100.30,101.16,99.34,1023
3/18/2024,98.74,7206957,98.98,99.66,98.52,1024
3/19/2024,99.96,6168856,98.50,100.04,98.44,1025
3/20/2024,100.27,7771693,99.45,100.44,99.03,1026
3/21/2024,100.82,17176010,100.44,101.92,99.76,1027
3/22/2024,93.86,41837410,93.85,95.17,91.72,1028
3/25/2024,93.75,14548770,94.07,95.52,92.77,1029
3/26/2024,92.58,10816950,93.74,93.86,92.41,1030
3/27/2024,94.13,11095680,93.27,94.15,92.32,1031
3/28/2024,93.98,11331680,94.37,94.81,93.43,1032
4/1/2024,92.56,10360010,93.81,93.92,91.69,1033
4/2/2024,90.95,11107330,91.76,91.90,90.64,1034
4/3/2024,90.33,8876598,91.01,91.44,90.28,1035
4/4/2024,89.07,12110260,90.95,91.05,88.89,1036
4/5/2024,88.84,9716682,89.15,90.25,88.80,1037
4/8/2024,90.00,8452543,89.11,90.26,88.80,1038
4/9/2024,91.00,7194564,90.00,91.16,89.87,1039
4/10/2024,89.00,7932933,89.90,90.10,88.77,1040
4/11/2024,92.00,15330200,91.23,92.41,90.83,1041
4/12/2024,92.00,10905920,92.01,92.87,91.12,1042
4/15/2024,93.10,11597330,93.59,93.92,92.54,1043
4/16/2024,93.39,10388150,93.04,94.19,91.65,1044
4/17/2024,94.84,10181180,94.61,95.07,93.66,1045
4/18/2024,95.74,10062900,95.16,95.88,94.53,1046
4/19/2024,94.53,11241900,95.42,96.22,94.49,1047
4/22/2024,94.19,8641953,94.63,95.06,93.85,1048
4/23/2024,94.02,6582696,94.37,94.72,93.91,1049
4/24/2024,94.64,6493208,94.10,95.19,94.10,1050
4/25/2024,93.94,5317852,94.00,94.79,92.44,1051
4/26/2024,94.12,6115744,94.59,95.42,93.91,1052
4/29/2024,94.06,5034546,94.44,94.89,93.70,1053
4/30/2024,92.26,6493259,92.91,93.51,92.25,1054
5/1/2024,90.34,9784643,91.81,91.87,90.09,1055
5/2/2024,92.41,7333343,91.33,92.45,90.91,1056
5/3/2024,92.15,5736711,93.09,93.65,91.87,1057
5/6/2024,93.36,6696303,92.81,93.37,92.48,1058
5/7/2024,93.78,7113455,94.08,94.32,93.21,1059
5/8/2024,93.59,5372900,93.12,93.64,92.73,1060
5/9/2024,93.39,6429824,93.64,93.98,93.01,1061
5/10/2024,90.94,10548410,93.07,93.14,90.88,1062
5/13/2024,92.72,8792060,91.27,92.77,91.15,1063
5/14/2024,92.79,7810983,92.99,94.34,92.60,1064
5/15/2024,91.67,15614450,92.29,92.62,90.85,1065
5/16/2024,91.77,12711680,91.69,92.84,91.53,1066
5/17/2024,92.18,12019570,92.01,92.29,91.34,1067
5/20/2024,91.77,9701510,92.25,92.70,90.83,1068
5/21/2024,92.82,7809654,91.57,92.85,91.45,1069
5/22/2024,92.50,7611906,91.95,92.76,91.65,1070
5/23/2024,91.40,7729024,92.45,92.58,91.15,1071
5/24/2024,91.75,6937118,91.77,92.20,91.49,1072
5/28/2024,92.00,10834960,91.74,92.52,91.35,1073
5/29/2024,91.67,7237340,91.68,92.72,91.38,1074
5/30/2024,93.45,9310016,92.23,93.88,91.96,1075
5/31/2024,95.05,12565600,93.50,95.07,92.97,1076
6/3/2024,94.40,9668106,94.52,95.25,94.05,1077
6/4/2024,94.74,7838435,94.29,95.11,93.41,1078
6/5/2024,94.32,7463299,95.32,95.32,93.70,1079
6/6/2024,95.72,9760077,94.86,96.80,93.99,1080
6/7/2024,96.55,9397364,95.39,97.94,95.30,1081
6/10/2024,96.00,7035626,95.73,96.99,95.60,1082
6/11/2024,95.87,7301545,95.52,96.00,94.52,1083
6/12/2024,93.68,9861264,96.35,96.50,93.50,1084
6/13/2024,94.18,8348214,94.04,94.53,93.72,1085
6/14/2024,93.39,7426757,93.80,94.78,93.30,1086
6/17/2024,95.00,6365370,92.01,95.12,92.01,1087
6/18/2024,94.78,6712037,94.67,95.26,94.21,1088
6/20/2024,95.57,9393767,93.88,96.09,93.52,1089
6/21/2024,97.18,15569880,95.96,97.21,95.42,1090
6/24/2024,97.17,9466888,97.30,98.04,96.68,1091
6/25/2024,94.75,9036181,97.31,97.64,94.50,1092
6/26/2024,94.06,10160430,94.09,94.48,93.15,1093
6/27/2024,94.19,25772730,93.77,94.74,93.39,1094
6/28/2024,75.37,129967000,77.13,79.05,74.55,1095
7/1/2024,76.83,44369010,75.50,77.06,74.29,1096
7/2/2024,76.04,26183350,76.82,76.94,75.39,1097
7/3/2024,75.24,15952010,75.50,75.92,75.02,1098
7/5/2024,75.43,19603690,75.36,76.09,74.78,1099
7/8/2024,73.05,29905040,75.41,75.49,73.00,1100
7/9/2024,72.46,23502450,73.30,74.14,72.38,1101
7/10/2024,72.54,21378210,72.26,72.64,71.67,1102
7/11/2024,73.39,15876670,72.70,73.75,72.29,1103
7/12/2024,73.42,14527520,73.57,74.05,73.17,1104
7/15/2024,71.31,20775810,73.00,73.01,71.24,1105
7/16/2024,72.81,20980670,71.51,72.96,71.51,1106
7/17/2024,73.07,11161560,72.53,73.34,72.50,1107
7/18/2024,72.38,14440130,72.97,73.93,72.35,1108
7/19/2024,72.70,11913320,72.30,72.82,71.85,1109
7/22/2024,74.86,19385490,73.12,75.34,73.07,1110
7/23/2024,73.40,11041790,74.63,75.04,73.24,1111
7/24/2024,71.09,18563320,73.25,73.39,71.08,1112
7/25/2024,71.41,13855390,71.53,72.43,70.91,1113
7/26/2024,72.56,8891986,72.00,72.78,71.87,1114
7/29/2024,73.55,10471840,72.50,73.87,72.20,1115
7/30/2024,74.32,8515720,73.69,74.49,73.46,1116
7/31/2024,74.86,14632940,74.50,75.43,73.92,1117
8/1/2024,73.85,9563543,74.70,74.79,73.26,1118
8/2/2024,74.01,11526630,72.83,74.13,71.92,1119
8/5/2024,71.42,13191530,71.06,72.62,70.75,1120
8/6/2024,72.50,13469720,71.66,73.24,71.51,1121
8/7/2024,72.62,9571247,72.88,74.21,72.53,1122
8/8/2024,74.19,8828032,73.23,74.21,73.05,1123
8/9/2024,74.34,7186634,74.12,74.58,73.37,1124
8/12/2024,74.64,7067256,74.71,75.00,74.05,1125
8/13/2024,78.50,22114820,75.25,79.05,75.07,1126
8/14/2024,78.52,13612960,78.00,79.09,77.42,1127
8/15/2024,82.50,23583640,82.10,83.06,80.67,1128
8/16/2024,83.23,13794180,82.88,83.94,82.44,1129
8/19/2024,83.28,9627253,83.23,83.99,82.92,1130
8/20/2024,83.56,7863052,83.49,83.90,82.77,1131
8/21/2024,84.00,6915865,83.67,84.24,83.22,1132
8/22/2024,83.41,8485455,84.45,84.68,83.21,1133
8/23/2024,84.05,9219749,83.34,84.24,83.22,1134
8/26/2024,84.28,7853325,83.47,84.51,83.38,1135
8/27/2024,85.29,14953990,84.07,85.39,83.61,1136
8/28/2024,82.79,11088620,85.05,85.43,81.88,1137
8/29/2024,83.26,7477205,83.45,83.89,82.86,1138
8/30/2024,83.32,13755270,83.60,83.88,82.05,1139
9/3/2024,81.32,10133710,82.71,82.94,81.01,1140
9/4/2024,81.02,12837370,80.10,81.09,79.67,1141
9/5/2024,80.83,7596293,81.13,81.24,80.21,1142
9/6/2024,80.63,8512173,80.88,81.88,80.35,1143
9/9/2024,79.49,8003349,80.75,81.58,79.02,1144
9/10/2024,78.09,9748356,79.56,79.56,77.55,1145
9/11/2024,78.40,8265542,78.00,78.59,76.74,1146
9/12/2024,78.40,7186114,78.23,79.07,77.53,1147
9/13/2024,79.01,5814152,78.30,79.49,78.11,1148
9/16/2024,79.80,9547660,79.33,79.99,78.69,1149
9/17/2024,80.64,7580602,80.01,80.98,79.86,1150
9/18/2024,80.90,7637007,80.66,81.76,80.23,1151
9/19/2024,80.98,15067070,82.60,83.12,80.47,1152
9/20/2024,86.52,52039260,87.87,88.00,84.81,1153
9/23/2024,86.20,17712400,85.40,86.53,85.05,1154
9/24/2024,87.46,21123260,87.44,88.28,86.66,1155
9/25/2024,88.00,12392850,87.85,88.10,87.24,1156
9/26/2024,89.39,13592810,89.92,90.62,89.05,1157
9/27/2024,89.44,9181004,89.45,90.26,89.21,1158
9/30/2024,88.40,12036390,89.70,89.75,87.73,1159
10/1/2024,89.13,20623380,88.00,89.64,87.71,1160
10/2/2024,83.10,33208790,82.89,85.23,81.77,1161
10/3/2024,82.10,18143750,82.40,83.78,81.98,1162
10/4/2024,82.25,10342360,82.63,83.54,82.10,1163
10/7/2024,80.83,12767400,82.14,82.47,80.09,1164
10/8/2024,80.77,10569620,80.75,81.42,79.93,1165
10/9/2024,82.45,11750640,81.14,82.93,81.07,1166
10/10/2024,82.10,8370188,83.40,83.45,82.03,1167
10/11/2024,82.15,10171110,82.04,82.27,81.18,1168
10/14/2024,81.60,8177686,82.00,82.04,80.80,1169
10/15/2024,82.12,11804390,81.05,82.72,81.05,1170
10/16/2024,83.94,11220590,82.14,84.09,82.05,1171
10/17/2024,83.40,9204490,84.11,84.76,83.38,1172
10/18/2024,82.92,7214787,83.78,83.95,82.63,1173
10/21/2024,81.48,7550197,82.85,83.09,81.44,1174
10/22/2024,81.42,7308823,81.35,82.42,81.23,1175
10/23/2024,80.05,7253085,81.00,81.04,79.79,1176
10/24/2024,79.04,7424459,80.50,80.80,79.03,1177
10/25/2024,78.85,9385379,79.22,79.58,78.52,1178
10/28/2024,78.91,6617243,79.32,79.64,78.82,1179
10/29/2024,78.40,7241111,78.88,79.47,78.20,1180
10/30/2024,76.45,15691330,78.00,78.11,76.42,1181
10/31/2024,77.13,13990090,76.20,77.34,75.20,1182
11/1/2024,78.06,9623692,77.05,78.13,76.96,1183
11/4/2024,77.19,6593781,77.99,78.55,77.12,1184
11/5/2024,77.98,5629199,77.25,78.00,77.00,1185
11/6/2024,75.32,16193700,76.87,76.95,75.12,1186
11/7/2024,75.92,11831060,75.70,76.37,75.21,1187
11/8/2024,75.88,8140788,75.50,76.56,75.25,1188
11/11/2024,76.60,9877188,76.15,77.40,76.10,1189
11/12/2024,76.66,9013905,76.46,77.43,76.14,1190
11/13/2024,76.52,6835348,76.91,77.29,76.47,1191
11/14/2024,75.68,6991574,76.68,76.98,75.67,1192
11/15/2024,76.66,13584940,76.00,77.65,75.61,1193
11/18/2024,74.89,12609190,76.16,76.20,74.25,1194
11/19/2024,73.91,12028440,74.50,74.73,73.60,1195
11/20/2024,73.36,12290320,73.66,73.84,72.71,1196
11/21/2024,75.10,12818640,73.36,75.56,73.20,1197
11/22/2024,77.40,12248580,76.13,77.50,75.83,1198
11/25/2024,79.26,18328920,78.50,79.86,78.41,1199
11/26/2024,77.61,9495649,78.90,78.90,77.57,1200
11/27/2024,78.34,8713504,77.61,79.05,77.59,1201
11/29/2024,78.77,7123471,78.20,79.18,78.03,1202
12/2/2024,79.09,11221030,77.92,79.10,77.20,1203
12/3/2024,78.86,9414505,79.00,79.40,77.61,1204
12/4/2024,78.37,15042590,77.82,78.51,77.10,1205
12/5/2024,78.58,8316548,78.26,78.90,78.10,1206
12/6/2024,78.89,13931060,79.22,81.18,78.84,1207
12/9/2024,77.64,12043380,79.44,79.45,77.52,1208
12/10/2024,76.74,12193110,77.50,78.08,76.62,1209
12/11/2024,78.85,12033170,76.79,78.98,76.31,1210
12/12/2024,77.96,6983241,78.71,79.37,77.86,1211
12/13/2024,77.25,8037339,77.35,77.83,76.77,1212
12/16/2024,77.20,13034010,76.76,79.02,76.66,1213
12/17/2024,78.00,12452420,77.36,78.77,77.25,1214
12/18/2024,76.90,14376890,77.98,79.00,76.84,1215
12/19/2024,77.10,27067580,76.94,77.94,76.43,1216
12/20/2024,76.94,49883420,75.96,78.00,74.86,1217
12/23/2024,76.76,14203770,76.33,78.41,75.74,1218
12/24/2024,76.79,4919075,76.75,77.11,76.36,1219
12/26/2024,76.94,6367057,76.60,77.46,76.54,1220
12/27/2024,76.42,6334415,76.52,76.93,75.80,1221
12/30/2024,74.65,9042879,75.60,75.77,74.55,1222
12/31/2024,75.67,9425602,74.90,76.39,74.78,1223
1/2/2025,73.67,10883420,76.25,76.69,73.24,1224
1/3/2025,73.31,10083480,73.92,74.19,73.01,1225
1/6/2025,72.00,14947260,73.75,74.32,71.97,1226
1/7/2025,72.09,10463510,72.40,73.44,71.98,1227
1/8/2025,71.29,11854970,71.56,71.82,71.01,1228
1/10/2025,71.20,15677380,71.85,72.39,71.09,1229
1/13/2025,72.08,14584310,71.17,72.60,70.78,1230
1/14/2025,71.17,16732890,72.07,72.21,70.53,1231
1/15/2025,71.07,13468080,71.99,72.25,70.84,1232
1/16/2025,71.11,13694630,70.90,71.23,70.32,1233
1/17/2025,70.84,9711265,71.43,71.52,70.84,1234
1/21/2025,73.17,14199940,71.30,73.27,71.14,1235
1/22/2025,74.04,13029270,73.38,74.70,73.01,1236
1/23/2025,74.29,10677450,73.34,74.50,72.37,1237
1/24/2025,73.57,8106651,74.07,74.25,73.25,1238
1/27/2025,75.58,11665380,73.44,75.85,73.42,1239
1/28/2025,74.39,8694418,75.33,75.60,74.16,1240
1/29/2025,76.58,11764840,74.45,77.12,74.32,1241
1/30/2025,78.33,10902070,76.85,78.77,76.85,1242
1/31/2025,76.90,13105920,78.11,78.86,76.76,1243
2/3/2025,76.59,18539220,74.90,76.69,73.22,1244
2/4/2025,76.72,11943730,77.55,78.16,76.04,1245
2/5/2025,74.57,9807401,76.30,76.79,74.40,1246
2/6/2025,71.74,16059370,75.24,75.40,71.63,1247
2/7/2025,68.68,27428700,70.56,70.81,68.62,1248
2/10/2025,70.94,16201330,69.36,70.95,69.12,1249
2/11/2025,71.34,9636623,70.57,71.99,70.51,1250
2/12/2025,72.26,10810860,70.60,72.45,70.33,1251
2/13/2025,73.21,9739567,72.45,73.60,71.63,1252
2/14/2025,73.04,9254379,73.17,73.50,72.34,1253
2/18/2025,77.59,28252380,74.50,77.68,74.50,1254
2/19/2025,76.78,14184100,76.82,77.68,76.09,1255
2/20/2025,77.23,10689580,76.91,77.27,76.34,1256
2/21/2025,76.50,12823390,77.40,77.99,75.86,1257
